# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Apr 24 03:51:20 2026
#
# User preference: *
#
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
#
kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_impact,koi_impact_err1,koi_impact_err2,koi_prad,koi_prad_err1,koi_prad_err2
K02400.01,,CANDIDATE,CANDIDATE,0.0590,0.3980,-0.0590,2.21,6.300e-01,-1.900e-01
K00243.01,,FALSE POSITIVE,FALSE POSITIVE,0.9090,0.0020,-0.0020,9.16,3.030e+00,-1.010e+00
K02401.01,,CANDIDATE,CANDIDATE,0.5710,0.3700,-0.3540,1.51,1.300e-01,-1.200e-01
K02402.01,Kepler-1223 b,CONFIRMED,CANDIDATE,0.8800,0.0440,-0.6000,1.54,9.000e-02,-1.200e-01
K02403.01,Kepler-1224 b,CONFIRMED,CANDIDATE,0.2250,0.2380,-0.2250,1.32,2.200e-01,-1.400e-01
K02472.01,Kepler-1250 b,CONFIRMED,CANDIDATE,0.2060,0.2310,-0.2060,2.07,6.200e-01,-2.300e-01
K02473.01,Kepler-389 b,CONFIRMED,CANDIDATE,0.7610,0.0400,-0.5430,1.84,8.000e-02,-1.600e-01
K02474.01,,CANDIDATE,CANDIDATE,1.4653,0.1179,-0.5462,42.05,1.873e+01,-3.900e+00
K02475.01,,FALSE POSITIVE,FALSE POSITIVE,0.4790,0.0110,-0.4440,1.27,3.900e-01,-1.000e-01
K02476.01,,FALSE POSITIVE,FALSE POSITIVE,0.0590,1.0080,-0.0590,1.01,1.100e-01,-6.000e-02
K00246.02,Kepler-68 c,CONFIRMED,CANDIDATE,0.5400,0.4000,-0.3300,0.91,5.000e-02,-4.000e-02
K02549.01,,FALSE POSITIVE,FALSE POSITIVE,0.3250,0.1420,-0.3250,0.99,1.600e-01,-7.000e-02
K02550.01,,CANDIDATE,CANDIDATE,0.5700,0.3780,-0.3470,1.98,6.100e-01,-2.000e-01
K02551.01,,CANDIDATE,CANDIDATE,0.2630,0.1940,-0.2630,1.53,1.700e-01,-1.000e-01
K02552.01,Kepler-1275 b,CONFIRMED,CANDIDATE,0.2170,0.2380,-0.2170,1.32,2.300e-01,-1.700e-01
K02553.01,Kepler-1858 b,CONFIRMED,CANDIDATE,0.3470,0.1200,-0.3470,2.40,9.000e-02,-1.600e-01
K02627.01,Kepler-1296 b,CONFIRMED,CANDIDATE,0.8920,0.0530,-0.6010,3.24,5.600e-01,-1.030e+00
K02628.01,Kepler-1297 b,CONFIRMED,CANDIDATE,0.4150,0.0470,-0.4150,1.27,2.000e-01,-2.300e-01
K02629.01,,FALSE POSITIVE,FALSE POSITIVE,0.9090,0.0280,-0.6220,1.82,5.200e-01,-1.800e-01
K02631.01,Kepler-1863 b,CONFIRMED,CANDIDATE,0.9280,0.0130,-0.6470,1.59,2.300e-01,-8.000e-02
K02632.01,Kepler-1298 b,CONFIRMED,CANDIDATE,0.2010,0.2720,-0.2010,1.36,2.500e-01,-3.400e-01
K02404.01,,CANDIDATE,CANDIDATE,0.9790,0.0240,-0.7030,1.65,4.900e-01,-2.000e-01
K02405.01,,FALSE POSITIVE,FALSE POSITIVE,1.1000,1.5870,-0.0380,25.50,5.640e+00,-6.890e+00
K02406.01,Kepler-1225 b,CONFIRMED,CANDIDATE,0.4270,0.0350,-0.4270,3.76,6.100e-01,-1.140e+00
K02407.01,Kepler-1226 b,CONFIRMED,CANDIDATE,0.8650,0.0120,-0.6010,2.13,3.500e-01,-3.400e-01
K02408.01,Kepler-1227 b,CONFIRMED,CANDIDATE,0.6130,0.3300,-0.3890,2.11,2.900e-01,-8.000e-02
K02477.01,Kepler-1842 b,CONFIRMED,CANDIDATE,0.8770,0.0620,-0.6320,2.66,7.900e-01,-4.200e-01
K02478.01,,FALSE POSITIVE,FALSE POSITIVE,0.9770,,,2.12,5.600e-01,-3.400e-01
K02479.01,Kepler-1843 b,CONFIRMED,CANDIDATE,0.4400,0.0130,-0.4400,2.11,4.100e-01,-4.100e-01
K02481.01,,FALSE POSITIVE,FALSE POSITIVE,0.1881,0.2560,-0.1879,15.96,1.060e+00,-1.060e+00
K02482.01,Kepler-1251 b,CONFIRMED,CANDIDATE,0.9570,0.0090,-0.7540,2.44,7.000e-01,-2.400e-01
K02483.01,Kepler-1252 b,CONFIRMED,CANDIDATE,0.8860,0.0640,-0.5940,1.44,2.500e-01,-2.100e-01
K02840.01,,CANDIDATE,CANDIDATE,0.8850,0.0650,-0.6230,0.92,2.000e-01,-1.100e-01
K02840.02,,CANDIDATE,CANDIDATE,0.5310,0.0550,-0.4300,0.77,1.700e-01,-1.000e-01
K02841.01,Kepler-1881 b,CONFIRMED,CANDIDATE,0.1090,0.3260,-0.1090,2.73,1.400e-01,-2.400e-01
K02842.01,Kepler-446 b,CONFIRMED,CANDIDATE,0.0030,0.4310,-0.0030,1.73,2.200e-01,-1.900e-01
K02842.02,Kepler-446 d,CONFIRMED,CANDIDATE,0.7190,0.1860,-0.5060,1.72,2.100e-01,-1.800e-01
K02917.01,,FALSE POSITIVE,FALSE POSITIVE,0.7920,0.1620,-0.5450,1.37,4.400e-01,-2.000e-01
K02918.01,,FALSE POSITIVE,FALSE POSITIVE,1.1280,1.1500,-0.0660,13.96,1.510e+00,-1.510e+00
K02919.01,Kepler-1885 b,CONFIRMED,CANDIDATE,1.2610,48.2100,-0.9740,25.82,6.660e+00,-2.230e+00
K02920.01,Kepler-1386 b,CONFIRMED,CANDIDATE,0.6620,0.0210,-0.4970,1.48,2.300e-01,-2.600e-01
K00276.01,Kepler-509 b,CONFIRMED,CANDIDATE,0.0490,0.3740,-0.0490,2.40,1.200e-01,-1.300e-01
K02702.01,,FALSE POSITIVE,FALSE POSITIVE,0.9890,60.1100,-0.0390,3.82,5.900e-01,-4.400e-01
K02703.01,Kepler-1318 b,CONFIRMED,CANDIDATE,0.0370,0.3960,-0.0370,2.72,2.400e-01,-2.200e-01
K00260.02,Kepler-126 d,CONFIRMED,CANDIDATE,0.5350,0.0290,-0.4290,2.51,1.400e-01,-1.000e-01
K02704.01,Kepler-445 c,CONFIRMED,CANDIDATE,0.7060,0.0660,-0.4910,1.56,7.000e-01,-2.300e-01
K02704.02,Kepler-445 b,CONFIRMED,CANDIDATE,0.4500,0.4790,-0.2400,0.92,4.200e-01,-1.400e-01
K02705.01,Kepler-1319 b,CONFIRMED,CANDIDATE,0.9200,0.0320,-0.6910,1.24,1.700e-01,-2.000e-01
K02763.01,,FALSE POSITIVE,FALSE POSITIVE,0.2880,0.1710,-0.2880,1.08,1.000e-01,-8.000e-02
K02764.01,,CANDIDATE,CANDIDATE,0.1570,0.3030,-0.1570,1.19,7.000e-02,-6.000e-02
K02765.01,,FALSE POSITIVE,FALSE POSITIVE,0.7380,0.2130,-0.5170,1.74,4.800e-01,-6.300e-01
K02766.01,,FALSE POSITIVE,FALSE POSITIVE,1.1490,0.3660,-0.1140,77.12,9.220e+00,-3.456e+01
K02767.01,,FALSE POSITIVE,FALSE POSITIVE,0.2140,0.2600,-0.2140,1.08,1.700e-01,-1.400e-01
K02844.01,,FALSE POSITIVE,FALSE POSITIVE,0.0800,0.3740,-0.0800,1.06,2.400e-01,-1.100e-01
K02845.01,Kepler-1367 b,CONFIRMED,CANDIDATE,0.0710,0.3850,-0.0710,0.93,6.000e-02,-2.000e-02
K02846.01,,FALSE POSITIVE,FALSE POSITIVE,0.0220,0.4440,-0.0220,0.88,7.000e-02,-7.000e-02
K02848.01,Kepler-1882 b,CONFIRMED,CANDIDATE,0.9210,0.0270,-0.6590,1.55,2.900e-01,-4.100e-01
K00271.03,Kepler-127 b,CONFIRMED,CANDIDATE,0.6130,0.3440,-0.3940,1.46,4.000e-02,-3.000e-02
K02849.01,Kepler-1692 b,CONFIRMED,CANDIDATE,0.2600,0.1980,-0.2590,1.02,2.500e-01,-8.000e-02
K02921.01,,CANDIDATE,CANDIDATE,0.0170,0.4390,-0.0170,1.49,2.300e-01,-1.500e-01
K02922.01,,FALSE POSITIVE,FALSE POSITIVE,0.3280,0.1370,-0.3280,0.76,6.000e-02,-6.000e-02
K02923.01,,CANDIDATE,CANDIDATE,0.3190,0.1460,-0.3190,1.19,1.800e-01,-1.100e-01
K02924.01,Kepler-1387 b,CONFIRMED,CANDIDATE,0.0330,0.4300,-0.0330,0.87,9.000e-02,-9.000e-02
K02926.01,Kepler-1388 b,CONFIRMED,CANDIDATE,0.2910,0.1750,-0.2910,2.21,1.400e-01,-1.000e-01
K02926.02,Kepler-1388 c,CONFIRMED,CANDIDATE,0.7910,0.1240,-0.5630,2.20,1.400e-01,-1.000e-01
K02706.01,,CANDIDATE,CANDIDATE,0.4080,0.0480,-0.4080,1.75,7.000e-02,-8.000e-02
K02707.01,Kepler-399 d,CONFIRMED,CANDIDATE,0.0210,0.4010,-0.0210,3.21,5.000e-01,-5.600e-01
K02707.02,Kepler-399 b,CONFIRMED,CANDIDATE,0.0130,0.4640,-0.0130,1.68,2.600e-01,-2.900e-01
K02707.03,Kepler-399 c,CONFIRMED,CANDIDATE,0.7130,0.2590,-0.5080,2.69,4.200e-01,-4.700e-01
K02708.01,Kepler-1320 b,CONFIRMED,CANDIDATE,0.1350,0.3200,-0.1350,1.52,1.600e-01,-9.000e-02
K02768.01,Kepler-404 b,CONFIRMED,CANDIDATE,0.2658,0.2011,-0.2658,1.18,4.500e-01,-9.000e-02
K02768.02,Kepler-404 c,CONFIRMED,CANDIDATE,0.8759,0.0044,-0.5844,1.63,6.200e-01,-1.200e-01
K02769.01,,FALSE POSITIVE,FALSE POSITIVE,0.6170,0.0410,-0.6170,1.46,4.200e-01,-2.800e-01
K02770.01,,CANDIDATE,CANDIDATE,0.0080,0.4200,-0.0080,2.11,1.800e-01,-1.700e-01
K00041.02,Kepler-100 b,CONFIRMED,CANDIDATE,0.6960,0.0290,-0.5080,1.30,8.000e-02,-7.000e-02
K00267.01,,FALSE POSITIVE,FALSE POSITIVE,98.6021,2.3930,-31.2600,15049.80,6.523e+03,-4.104e+03
K02850.01,,FALSE POSITIVE,FALSE POSITIVE,0.1410,0.2980,-0.1410,1.07,2.900e-01,-1.100e-01
K02851.01,Kepler-1985 b,CONFIRMED,CANDIDATE,0.9200,0.0210,-0.6300,2.27,2.500e-01,-2.200e-01
K02851.02,,CANDIDATE,CANDIDATE,0.9320,0.0390,-0.7080,1.50,1.700e-01,-1.500e-01
K02852.01,Kepler-1368 b,CONFIRMED,CANDIDATE,0.0300,0.4400,-0.0300,1.36,4.400e-01,-1.500e-01
K02853.01,,CANDIDATE,CANDIDATE,0.1670,0.2840,-0.1670,1.12,4.000e-02,-9.000e-02
K02927.01,,CANDIDATE,CANDIDATE,0.0190,0.4180,-0.0190,2.31,7.000e-01,-2.800e-01
K02928.01,,FALSE POSITIVE,FALSE POSITIVE,0.5140,0.4260,-0.3020,1.24,2.300e-01,-9.000e-02
K02929.01,,FALSE POSITIVE,FALSE POSITIVE,0.7290,0.2250,-0.5110,1.49,2.800e-01,-1.100e-01
K02930.01,,FALSE POSITIVE,FALSE POSITIVE,0.3380,0.1300,-0.3380,0.83,1.300e-01,-6.000e-02
K00277.01,Kepler-36 c,CONFIRMED,CANDIDATE,0.0170,0.2720,-0.0170,3.54,1.600e-01,-1.800e-01
K02709.01,,FALSE POSITIVE,FALSE POSITIVE,0.9580,0.0130,-0.6590,2.82,4.500e-01,-2.000e-01
K02710.01,,FALSE POSITIVE,FALSE POSITIVE,0.2140,0.2130,-0.2140,1.07,1.700e-01,-1.300e-01
K00260.03,Kepler-126 c,CONFIRMED,CANDIDATE,0.5570,0.3800,-0.3480,1.51,8.000e-02,-7.000e-02
K02711.01,Kepler-400 b,CONFIRMED,CANDIDATE,0.0140,0.4400,-0.0140,1.62,2.600e-01,-2.000e-01
K02711.02,Kepler-400 c,CONFIRMED,CANDIDATE,0.4890,0.4620,-0.2790,1.43,2.300e-01,-1.700e-01
K02771.01,,FALSE POSITIVE,FALSE POSITIVE,0.7010,0.0270,-0.5210,1.91,6.100e-01,-4.900e-01
K02773.01,,FALSE POSITIVE,FALSE POSITIVE,0.4100,0.0410,-0.4100,1.57,4.100e-01,-2.300e-01
K02774.01,,FALSE POSITIVE,FALSE POSITIVE,0.0690,0.3060,-0.0690,8.91,0.000e+00,0.000e+00
K02775.01,,CANDIDATE,CANDIDATE,1.2500,6.7910,-0.0060,27.21,6.980e+00,-3.740e+00
K02776.01,,FALSE POSITIVE,FALSE POSITIVE,0.4670,0.4680,-0.2770,1.03,3.000e-01,-1.000e-01
K02777.01,,FALSE POSITIVE,FALSE POSITIVE,0.5640,0.0130,-0.4700,1.11,1.600e-01,-9.000e-02
K02854.01,,FALSE POSITIVE,FALSE POSITIVE,0.6940,0.1590,-0.6090,1.38,0.000e+00,0.000e+00
K02855.01,,CANDIDATE,CANDIDATE,0.4130,0.0360,-0.4130,1.30,1.900e-01,-1.900e-01
K02856.01,Kepler-1369 b,CONFIRMED,CANDIDATE,0.1960,0.2460,-0.1960,2.88,9.100e-01,-3.900e-01
K02857.01,Kepler-1370 b,CONFIRMED,CANDIDATE,0.9140,0.0020,-0.6470,2.12,3.500e-01,-3.400e-01
K00272.01,,CANDIDATE,CANDIDATE,0.9260,0.0060,-0.6100,4.52,9.500e-01,-1.430e+00
K02857.02,Kepler-1370 c,CONFIRMED,CANDIDATE,0.8620,0.0620,-0.6320,1.33,2.100e-01,-2.200e-01
K02931.01,Kepler-1389 b,CONFIRMED,CANDIDATE,0.9470,0.0050,-0.6740,2.17,1.500e-01,-8.000e-02
K02932.01,,FALSE POSITIVE,FALSE POSITIVE,0.5910,0.3590,-0.3690,2.12,6.200e-01,-2.100e-01
K02933.01,,CANDIDATE,CANDIDATE,1.2570,60.5000,-1.1160,22.19,2.030e+00,-1.810e+00
K02935.01,,CANDIDATE,CANDIDATE,0.1680,0.2880,-0.1680,1.54,4.700e-01,-2.000e-01
K02936.01,Kepler-1390 b,CONFIRMED,CANDIDATE,0.7250,0.2400,-0.5280,1.26,1.600e-01,-1.200e-01
K02712.01,,CANDIDATE,CANDIDATE,0.7950,0.0580,-0.5410,1.77,3.100e-01,-1.300e-01
K02713.01,,FALSE POSITIVE,FALSE POSITIVE,0.3470,0.1320,-0.3470,1.72,1.900e-01,-1.400e-01
K02714.01,Kepler-401 b,CONFIRMED,CANDIDATE,0.7000,0.0130,-0.5240,1.84,3.100e-01,-3.100e-01
K02714.02,Kepler-401 c,CONFIRMED,CANDIDATE,0.1890,0.2760,-0.1890,2.10,3.500e-01,-3.500e-01
K02715.01,Kepler-1321 b,CONFIRMED,CANDIDATE,0.5940,0.2400,-0.3880,4.04,2.400e-01,-4.500e-01
K02778.01,Kepler-1342 b,CONFIRMED,CANDIDATE,0.7960,0.1220,-0.5970,1.70,3.600e-01,-2.500e-01
K02779.01,Kepler-1875 b,CONFIRMED,CANDIDATE,0.6260,0.0310,-0.4710,1.88,5.300e-01,-1.700e-01
K02780.01,Kepler-1343 b,CONFIRMED,CANDIDATE,0.0910,0.3650,-0.0910,1.88,6.000e-01,-1.900e-01
K02781.01,,FALSE POSITIVE,FALSE POSITIVE,0.2340,0.2340,-0.2340,1.31,3.200e-01,-3.600e-01
K00268.01,,CANDIDATE,CANDIDATE,0.0140,0.3150,-0.0140,3.02,1.400e-01,-1.500e-01
K02859.01,Kepler-1371 b,CONFIRMED,CANDIDATE,0.7040,0.2560,-0.4950,0.70,8.000e-02,-7.000e-02
K02859.02,Kepler-1371 c,CONFIRMED,CANDIDATE,0.8740,0.0690,-0.6450,0.65,7.000e-02,-7.000e-02
K02859.03,,CANDIDATE,CANDIDATE,0.5340,0.4270,-0.3290,0.57,7.000e-02,-6.000e-02
K02861.01,,FALSE POSITIVE,FALSE POSITIVE,0.4560,0.0050,-0.4560,1.40,4.500e-01,-1.800e-01
K02862.01,,CANDIDATE,CANDIDATE,0.4890,0.4660,-0.2880,1.64,9.000e-02,-1.100e-01
K02946.01,Kepler-1392 b,CONFIRMED,CANDIDATE,0.1360,0.3120,-0.1360,1.93,6.000e-01,-1.900e-01
K02948.01,Kepler-1888 b,CONFIRMED,CANDIDATE,0.8490,0.0960,-0.6060,1.02,1.800e-01,-2.300e-01
K02949.01,,CANDIDATE,CANDIDATE,0.7260,0.2250,-0.5170,1.04,1.600e-01,-2.000e-01
K02951.01,Kepler-1393 b,CONFIRMED,CANDIDATE,0.2580,0.1900,-0.2580,0.67,7.000e-02,-5.000e-02
K02952.01,,FALSE POSITIVE,FALSE POSITIVE,0.5640,0.0000,-0.4780,1.21,3.500e-01,-1.800e-01
K02715.02,Kepler-1321 c,CONFIRMED,CANDIDATE,0.0480,0.3960,-0.0480,2.10,1.300e-01,-2.300e-01
K02715.03,Kepler-1321 d,CONFIRMED,CANDIDATE,0.1660,0.3050,-0.1660,1.78,1.100e-01,-2.000e-01
K02716.01,Kepler-1322 b,CONFIRMED,CANDIDATE,0.7360,0.0190,-0.5320,1.52,3.600e-01,-1.500e-01
K00261.01,Kepler-96 b,CONFIRMED,CANDIDATE,0.7660,0.0430,-0.5170,2.76,4.200e-01,-2.400e-01
K02716.02,Kepler-1322 c,CONFIRMED,CANDIDATE,0.8280,0.1030,-0.6070,1.80,4.300e-01,-1.700e-01
K02785.01,Kepler-1344 b,CONFIRMED,CANDIDATE,0.1910,0.2720,-0.1910,1.78,6.000e-01,-2.600e-01
K02786.01,Kepler-1345 b,CONFIRMED,CANDIDATE,0.6180,0.0460,-0.4680,2.31,7.000e-01,-4.600e-01
K02787.01,,FALSE POSITIVE,FALSE POSITIVE,0.5600,0.3850,-0.3360,1.84,3.000e-01,-6.900e-01
K02789.01,Kepler-1346 b,CONFIRMED,CANDIDATE,0.9060,0.0280,-0.6820,1.34,4.100e-01,-1.300e-01
K02790.01,Kepler-1347 b,CONFIRMED,CANDIDATE,0.2680,0.1860,-0.2680,0.98,6.000e-02,-5.000e-02
K02863.01,,FALSE POSITIVE,FALSE POSITIVE,0.1520,0.3120,-0.1520,0.69,2.100e-01,-7.000e-02
K02864.01,,FALSE POSITIVE,FALSE POSITIVE,0.6280,0.3020,-0.4080,3.99,1.000e-01,-1.920e+00
K02865.01,Kepler-1372 b,CONFIRMED,CANDIDATE,0.2180,0.2460,-0.2180,1.15,3.500e-01,-1.200e-01
K02866.01,Kepler-1373 b,CONFIRMED,CANDIDATE,0.2000,0.2580,-0.2000,0.89,2.600e-01,-1.100e-01
K00273.01,Kepler-454 b,CONFIRMED,CANDIDATE,0.7850,0.0040,-0.5860,2.07,5.000e-02,-7.000e-02
K02961.01,Kepler-1395 b,CONFIRMED,CANDIDATE,0.0210,0.4350,-0.0210,0.70,1.100e-01,-8.000e-02
K02962.01,,CANDIDATE,CANDIDATE,0.3620,0.1010,-0.3620,0.93,3.000e-01,-1.000e-01
K02963.01,Kepler-1396 b,CONFIRMED,CANDIDATE,0.1250,0.3260,-0.1250,1.78,3.000e-01,-2.300e-01
K02963.02,,CANDIDATE,CANDIDATE,0.6080,0.3610,-0.3830,1.42,2.300e-01,-1.900e-01
K02964.01,Kepler-1397 b,CONFIRMED,CANDIDATE,0.0160,0.4490,-0.0160,1.61,2.800e-01,-1.800e-01
K02717.01,Kepler-1323 b,CONFIRMED,CANDIDATE,0.1020,0.3380,-0.1010,1.48,2.400e-01,-2.800e-01
K02718.01,,FALSE POSITIVE,FALSE POSITIVE,0.0290,0.3300,-0.0290,131.40,3.350e+00,-2.679e+01
K02719.01,Kepler-1324 b,CONFIRMED,CANDIDATE,0.8070,0.0190,-0.5700,1.93,1.300e-01,-2.000e-01
K02720.01,,CANDIDATE,CANDIDATE,0.7510,0.2260,-0.5130,1.26,6.000e-02,-5.000e-02
K02721.01,Kepler-1325 b,CONFIRMED,CANDIDATE,0.9230,0.0030,-0.6450,3.52,4.900e-01,-5.000e-01
K02791.01,Kepler-1348 b,CONFIRMED,CANDIDATE,0.5620,0.0240,-0.4680,1.94,3.100e-01,-1.700e-01
K02792.01,Kepler-1349 b,CONFIRMED,CANDIDATE,0.0980,0.3540,-0.0980,0.70,2.000e-02,-3.000e-02
K02794.01,,FALSE POSITIVE,FALSE POSITIVE,0.3930,0.0650,-0.3930,2.15,6.700e-01,-2.100e-01
K02795.01,,FALSE POSITIVE,FALSE POSITIVE,0.9650,0.0200,-0.5240,2.70,9.400e-01,-3.200e-01
K02797.01,,CANDIDATE,CANDIDATE,0.0060,0.4330,-0.0060,1.65,5.400e-01,-1.700e-01
K02867.01,,FALSE POSITIVE,FALSE POSITIVE,0.3700,0.0660,-0.3700,0.40,2.000e-02,-2.000e-02
K02867.02,,FALSE POSITIVE,FALSE POSITIVE,0.2850,0.1560,-0.2850,0.34,3.000e-02,-1.000e-02
K02868.01,Kepler-1374 b,CONFIRMED,CANDIDATE,0.0510,0.4200,-0.0510,2.20,4.900e-01,-1.900e-01
K02869.01,Kepler-1375 b,CONFIRMED,CANDIDATE,0.0080,0.4460,-0.0080,1.43,2.600e-01,-1.900e-01
K02870.01,,FALSE POSITIVE,FALSE POSITIVE,0.9740,0.0310,-0.7570,2.11,5.700e-01,-2.000e-01
K02942.01,,CANDIDATE,CANDIDATE,0.0520,0.4000,-0.0520,1.98,5.000e-01,-1.800e-01
K02942.02,Kepler-1886 b,CONFIRMED,CANDIDATE,0.4410,0.5050,-0.2390,2.25,5.600e-01,-2.000e-01
K02943.01,Kepler-1391 b,CONFIRMED,CANDIDATE,0.1570,0.2750,-0.1570,1.56,2.400e-01,-2.400e-01
K02944.01,,FALSE POSITIVE,FALSE POSITIVE,1.2360,71.8500,-0.2980,28.17,9.150e+00,-3.050e+00
K02945.01,Kepler-1887 b,CONFIRMED,CANDIDATE,0.0940,0.3570,-0.0940,2.52,5.700e-01,-2.000e-01
K00277.02,Kepler-36 b,CONFIRMED,CANDIDATE,0.0120,0.4380,-0.0120,1.45,7.000e-02,-7.000e-02
K02722.01,Kepler-402 c,CONFIRMED,CANDIDATE,0.7900,0.0370,-0.5450,1.51,2.600e-01,-2.400e-01
K02722.02,Kepler-402 e,CONFIRMED,CANDIDATE,0.5200,0.1020,-0.4060,1.44,2.500e-01,-2.200e-01
K02722.03,Kepler-402 b,CONFIRMED,CANDIDATE,0.1930,0.2650,-0.1930,1.21,2.100e-01,-1.900e-01
K02722.04,Kepler-402 d,CONFIRMED,CANDIDATE,0.1200,0.3360,-0.1200,1.27,2.200e-01,-2.000e-01
K00262.01,Kepler-50 b,CONFIRMED,CANDIDATE,0.0300,0.4280,-0.0300,1.68,9.000e-02,-9.000e-02
K00269.01,Kepler-1713 b,CONFIRMED,CANDIDATE,0.9240,0.0410,-0.6690,1.83,7.000e-02,-1.100e-01
K02798.01,Kepler-1351 b,CONFIRMED,CANDIDATE,0.2320,0.2560,-0.2320,0.60,5.000e-02,-5.000e-02
K02799.01,,FALSE POSITIVE,FALSE POSITIVE,0.5620,0.3610,-0.3300,1.24,3.600e-01,-1.500e-01
K02800.01,,FALSE POSITIVE,FALSE POSITIVE,0.6280,0.3080,-0.4150,1.24,4.000e-01,-3.200e-01
K02801.01,Kepler-1876 b,CONFIRMED,CANDIDATE,0.9440,0.0060,-0.7230,1.06,1.800e-01,-2.000e-01
K02871.01,Kepler-1693 b,CONFIRMED,CANDIDATE,0.1400,0.3070,-0.1400,1.39,2.100e-01,-2.000e-01
K02871.02,Kepler-1693 c,CONFIRMED,CANDIDATE,0.0080,0.4480,-0.0080,1.15,1.700e-01,-1.600e-01
K02872.01,,FALSE POSITIVE,FALSE POSITIVE,0.2110,0.2430,-0.2110,0.91,1.200e-01,-1.200e-01
K02873.01,,FALSE POSITIVE,FALSE POSITIVE,0.0060,0.4110,-0.0060,0.91,6.000e-02,-8.000e-02
K02876.01,,CANDIDATE,CANDIDATE,0.6040,0.0200,-0.4850,1.37,1.300e-01,-1.500e-01
K02955.01,,FALSE POSITIVE,FALSE POSITIVE,0.3950,0.0760,-0.3950,1.30,4.200e-01,-1.400e-01
K02956.01,Kepler-1394 b,CONFIRMED,CANDIDATE,0.2260,0.2160,-0.2260,1.36,1.600e-01,-3.700e-01
K02958.01,,CANDIDATE,CANDIDATE,0.0220,0.4200,-0.0210,1.89,6.100e-01,-2.000e-01
K02959.01,,CANDIDATE,CANDIDATE,0.9730,0.0680,-0.6530,2.04,1.400e-01,-1.800e-01
K02960.01,,FALSE POSITIVE,FALSE POSITIVE,0.2110,0.2450,-0.2110,1.60,3.100e-01,-5.700e-01
K00279.01,Kepler-450 b,CONFIRMED,CANDIDATE,0.5000,0.0610,-0.3520,6.08,3.400e-01,-4.300e-01
K02723.01,Kepler-1871 b,CONFIRMED,CANDIDATE,0.9620,0.0240,-0.6820,2.58,7.600e-01,-2.600e-01
K02724.01,,FALSE POSITIVE,FALSE POSITIVE,1.1580,0.5220,-0.0840,29.28,8.350e+00,-8.350e+00
K02725.01,,FALSE POSITIVE,FALSE POSITIVE,1.1610,0.7840,-0.0010,51.02,1.394e+01,-3.252e+01
K02726.01,,FALSE POSITIVE,FALSE POSITIVE,0.3090,0.1730,-0.3090,2.29,3.700e-01,-8.600e-01
K02727.01,,FALSE POSITIVE,FALSE POSITIVE,0.7220,28.0800,-0.2700,1.75,5.600e-01,-1.800e-01
K02802.01,Kepler-1691 b,CONFIRMED,CANDIDATE,0.3680,0.1020,-0.3680,1.72,2.800e-01,-2.100e-01
K02803.01,Kepler-1877 b,CONFIRMED,CANDIDATE,0.2560,0.2170,-0.2560,0.53,7.000e-02,-3.000e-02
K02804.01,,FALSE POSITIVE,FALSE POSITIVE,0.0870,0.3700,-0.0870,1.01,2.900e-01,-1.400e-01
K02805.01,Kepler-1352 b,CONFIRMED,CANDIDATE,0.2480,0.2110,-0.2480,0.78,1.700e-01,-1.000e-01
K02807.01,,CANDIDATE,CANDIDATE,0.9820,0.0440,-0.7030,2.34,7.200e-01,-4.100e-01
K00041.03,Kepler-100 d,CONFIRMED,CANDIDATE,0.6560,0.2700,-0.4330,1.55,1.000e-01,-8.000e-02
K00274.01,Kepler-128 b,CONFIRMED,CANDIDATE,0.0200,0.3850,-0.0200,1.42,9.000e-02,-6.000e-02
K02877.01,Kepler-1376 b,CONFIRMED,CANDIDATE,0.1730,0.2750,-0.1730,1.08,3.300e-01,-1.200e-01
K02878.01,Kepler-1694 b,CONFIRMED,CANDIDATE,0.2240,0.2370,-0.2240,1.13,4.000e-02,-9.000e-02
K02880.01,Kepler-1377 b,CONFIRMED,CANDIDATE,0.2020,0.2570,-0.2020,1.22,3.000e-01,-1.300e-01
K02882.01,,CANDIDATE,CANDIDATE,0.9350,0.0240,-0.6620,2.72,2.700e-01,-2.200e-01
K02965.01,,FALSE POSITIVE,FALSE POSITIVE,0.6690,0.0250,-0.5140,1.45,3.100e-01,-4.500e-01
K02966.01,,FALSE POSITIVE,FALSE POSITIVE,0.2030,0.2580,-0.2030,1.89,5.300e-01,-2.300e-01
K02967.01,Kepler-1889 b,CONFIRMED,CANDIDATE,0.9080,0.0330,-0.6380,2.31,5.700e-01,-2.500e-01
K02968.01,,CANDIDATE,CANDIDATE,0.9150,0.0020,-0.6500,1.99,3.100e-01,-6.000e-01
